"Proposal Name","Name","Inventory: Name","Account: Account Name","Unit Type"
"BLR/EW/02028/1","BLR/EW/DD/00/002","BLR/EW/DD/00/002","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/016","BLR/EW/DD/00/016","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/015","BLR/EW/DD/00/015","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/01/018","BLR/EW/DD/01/018","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/011","BLR/EW/DD/00/011","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/010","BLR/EW/DD/00/010","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/006","BLR/EW/DD/00/006","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/005","BLR/EW/DD/00/005","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/004","BLR/EW/DD/00/004","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/DD/00/003","BLR/EW/DD/00/003","Unbox Technologies Pvt Ltd","Dedicated Desk"
"BLR/EW/02028/1","BLR/EW/FD/01/009","BLR/EW/FD/01/009","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/01/008","BLR/EW/FD/01/008","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/039","BLR/EW/FD/00/039","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/036","BLR/EW/FD/00/036","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/035","BLR/EW/FD/00/035","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/030","BLR/EW/FD/00/030","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/014","BLR/EW/FD/00/014","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/013","BLR/EW/FD/00/013","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/003","BLR/EW/FD/00/003","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02028/1","BLR/EW/FD/00/001","BLR/EW/FD/00/001","Unbox Technologies Pvt Ltd","Flexible Desk"
"BLR/EW/02143/2","BLR/EW/CP3/250","BLR/EW/CP3/250","Unbox Technologies Pvt Ltd","Car Parking"
"BLR/EW/01995/1","BLR/EW/FD/00/016","BLR/EW/FD/00/016","Gaurav Nagaich","Flexible Desk"
"BLR/EW/02048/1","BLR/EW/FD/01/054","BLR/EW/FD/01/054","Ashika Gupta","Flexible Desk"
"BLR/EW/02298/1","BLR/EW/FD/00/036","BLR/EW/FD/00/036","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/02298/1","BLR/EW/FD/00/035","BLR/EW/FD/00/035","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/02743/1","BLR/EW/FD/01/029","BLR/EW/FD/01/029","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/02743/1","BLR/EW/FD/01/028","BLR/EW/FD/01/028","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/02743/1","BLR/EW/FD/01/027","BLR/EW/FD/01/027","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/02743/1","BLR/EW/FD/01/026","BLR/EW/FD/01/026","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/02743/1","BLR/EW/FD/01/025","BLR/EW/FD/01/025","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/01974/1","BLR/EW/FD/00/018","BLR/EW/FD/00/018","dDriven Data Sciences & Analytics Pvt. Ltd.","Flexible Desk"
"BLR/EW/01956/1","BLR/EW/FD/00/015","BLR/EW/FD/00/015","Howard Simanoff","Flexible Desk"
"BLR/EW/00564/3","BLR/EW/BP3/001.1","BLR/EW/BP3/001.1","Sample","Bike Parking"
"BLR/EW/00564/3","BLR/EW/CP3/005","BLR/EW/CP3/005","Sample","Car Parking"
"BLR/EW/00564/3","Telephony","Telephony","Sample","Telephony"
"BLR/EW/00564/3","BLR/EW/PS/01/040","BLR/EW/PS/01/040","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/027","BLR/EW/PS/01/027","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/026","BLR/EW/PS/01/026","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/025","BLR/EW/PS/01/025","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/024","BLR/EW/PS/01/024","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/023","BLR/EW/PS/01/023","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/022","BLR/EW/PS/01/022","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/021","BLR/EW/PS/01/021","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/020","BLR/EW/PS/01/020","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/019","BLR/EW/PS/01/019","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/018","BLR/EW/PS/01/018","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/017","BLR/EW/PS/01/017","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/016","BLR/EW/PS/01/016","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/015","BLR/EW/PS/01/015","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/014","BLR/EW/PS/01/014","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/013","BLR/EW/PS/01/013","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/012","BLR/EW/PS/01/012","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/011","BLR/EW/PS/01/011","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/010","BLR/EW/PS/01/010","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/009","BLR/EW/PS/01/009","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/008","BLR/EW/PS/01/008","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/007","BLR/EW/PS/01/007","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/006","BLR/EW/PS/01/006","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/005","BLR/EW/PS/01/005","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/004","BLR/EW/PS/01/004","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/003","BLR/EW/PS/01/003","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/002","BLR/EW/PS/01/002","Sample","Private Studio"
"BLR/EW/00564/3","BLR/EW/PS/01/001","BLR/EW/PS/01/001","Sample","Private Studio"
"BLR/EW/00564/1","Telephony","Telephony","Sample","Telephony"
"BLR/EW/00564/1","BLR/EW/FD/01/002","BLR/EW/FD/01/002","Sample","Flexible Desk"
"BLR/EW/00564/1","BLR/EW/DD/00/012","BLR/EW/DD/00/012","Sample","Dedicated Desk"
"BLR/EW/00564/1","BLR/EW/CP3/005","BLR/EW/CP3/005","Sample","Car Parking"
"BLR/EW/00564/1","BLR/EW/PS/01/029","BLR/EW/PS/01/029","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/028","BLR/EW/PS/01/028","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/027","BLR/EW/PS/01/027","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/026","BLR/EW/PS/01/026","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/034","BLR/EW/PS/01/034","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/032","BLR/EW/PS/01/032","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/031","BLR/EW/PS/01/031","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/030","BLR/EW/PS/01/030","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/025","BLR/EW/PS/01/025","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/024","BLR/EW/PS/01/024","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/023","BLR/EW/PS/01/023","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/022","BLR/EW/PS/01/022","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/021","BLR/EW/PS/01/021","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/020","BLR/EW/PS/01/020","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/019","BLR/EW/PS/01/019","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/018","BLR/EW/PS/01/018","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/017","BLR/EW/PS/01/017","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/016","BLR/EW/PS/01/016","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/015","BLR/EW/PS/01/015","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/014","BLR/EW/PS/01/014","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/013","BLR/EW/PS/01/013","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/011","BLR/EW/PS/01/011","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/010","BLR/EW/PS/01/010","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/009","BLR/EW/PS/01/009","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/008","BLR/EW/PS/01/008","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/007","BLR/EW/PS/01/007","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/006","BLR/EW/PS/01/006","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/005","BLR/EW/PS/01/005","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/004","BLR/EW/PS/01/004","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/003","BLR/EW/PS/01/003","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/002","BLR/EW/PS/01/002","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/PS/01/001","BLR/EW/PS/01/001","Sample","Private Studio"
"BLR/EW/00564/1","BLR/EW/BP3/001.1","BLR/EW/BP3/001.1","Sample","Bike Parking"
"BLR/EW/00611/1","BLR/EW/FD/01/009","BLR/EW/FD/01/009","Milestone Builders","Flexible Desk"
"BLR/EW/00611/1","BLR/EW/FD/01/008","BLR/EW/FD/01/008","Milestone Builders","Flexible Desk"
"BLR/EW/00770/1","BLR/EW/PS/00/016","BLR/EW/PS/00/016","Milestone Builders","Private Studio"
"BLR/EW/00731/2","BLR/EW/PS/00/016","BLR/EW/PS/00/016","Milestone Builders","Private Studio"
"BLR/EW/00731/4","BLR/EW/PS/00/016","BLR/EW/PS/00/016","Milestone Builders","Private Studio"
"BLR/EW/00731/3","BLR/EW/PS/00/016","BLR/EW/PS/00/016","Milestone Builders","Private Studio"
"BLR/EW/00731/1","BLR/EW/PS/00/016","BLR/EW/PS/00/016","Milestone Builders","Private Studio"
"BLR/EW/00659/1","BLR/EW/DD/01/080","BLR/EW/DD/01/080","Milestone Builders","Dedicated Desk"
"BLR/EW/00659/1","BLR/EW/DD/01/079","BLR/EW/DD/01/079","Milestone Builders","Dedicated Desk"
"BLR/EW/00611/1","BLR/EW/DD/01/003","BLR/EW/DD/01/003","Milestone Builders","Dedicated Desk"
"BLR/EW/00611/1","BLR/EW/DD/01/002","BLR/EW/DD/01/002","Milestone Builders","Dedicated Desk"
"BLR/EW/00088/2","BLR/EW/PS/00/018","BLR/EW/PS/00/018","Houzz.com","Private Studio"
"BLR/EW/00088/1","BLR/EW/PS/00/018","BLR/EW/PS/00/018","Houzz.com","Private Studio"
"BLR/EW/01759/1","BLR/EW/FD/01/053","BLR/EW/FD/01/053","Shopinbox Inc.","Flexible Desk"
"BLR/EW/01759/1","BLR/EW/FD/01/052","BLR/EW/FD/01/052","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00614/1","BLR/EW/FD/00/026","BLR/EW/FD/00/026","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00614/1","BLR/EW/FD/00/024","BLR/EW/FD/00/024","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00614/1","BLR/EW/FD/00/023","BLR/EW/FD/00/023","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00614/1","BLR/EW/FD/00/022","BLR/EW/FD/00/022","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00614/1","BLR/EW/FD/00/021","BLR/EW/FD/00/021","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00614/1","BLR/EW/FD/00/029","BLR/EW/FD/00/029","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00980/1","BLR/EW/FD/01/006","BLR/EW/FD/01/006","Shopinbox Inc.","Flexible Desk"
"BLR/EW/00607/1","BLR/EW/FD/00/019","BLR/EW/FD/00/019","Satyanarayanamurthy M","Flexible Desk"
"BLR/EW/00617/1","Mail and Package Handling","Mail and Package Handling","J.M. SenseWorx Pvt. Ltd.","Mail and Package Handling"
"BLR/EW/00617/1","Virtual Receptionist 1st floor","Virtual Receptionist 1st floor","J.M. SenseWorx Pvt. Ltd.","Virtual Receptionist"
"BLR/EW/01436/1","BLR/EW/FD/00/035","BLR/EW/FD/00/035","Inmedia Digital advertising and marketing private Limited","Flexible Desk"
"BLR/EW/00600/1","BLR/EW/FD/01/001","BLR/EW/FD/01/001","Inmedia Digital advertising and marketing private Limited","Flexible Desk"
"BLR/EW/00543/1","Mail and Package Handling","Mail and Package Handling","Parexel","Mail and Package Handling"
"BLR/EW/00543/1","Virtual Receptionist","Virtual Receptionist","Parexel","Virtual Receptionist"
"BLR/EW/03084/1","BLR/EW/CPB2/974","BLR/EW/CPB2/974","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/03084/1","BLR/EW/CPB2/973","BLR/EW/CPB2/973","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/03084/1","BLR/EW/CPGF/157.2","BLR/EW/CPGF/157.2","Sixt R&D Pvt Ltd","Bike Parking"
"BLR/EW/02149/1","BLR/EW/PS/01/010","BLR/EW/PS/01/010","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/02149/1","BLR/EW/PS/01/009","BLR/EW/PS/01/009","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/02149/1","BLR/EW/PS/01/004","BLR/EW/PS/01/004","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/00711/1","BLR/EW/PS/01/002","BLR/EW/PS/01/002","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/02149/1","BLR/EW/CPB2/MP101","BLR/EW/CPB2/MP101","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/MP100","BLR/EW/CPB2/MP100","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/987","BLR/EW/CPB2/987","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/986","BLR/EW/CPB2/986","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/985","BLR/EW/CPB2/985","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/984","BLR/EW/CPB2/984","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/983","BLR/EW/CPB2/983","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/982","BLR/EW/CPB2/982","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02149/1","BLR/EW/CPB2/981","BLR/EW/CPB2/981","Sixt R&D Pvt Ltd","Car Parking"
"BLR/EW/02289/1","BLR/EW/PS/01/003","BLR/EW/PS/01/003","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/00639/1","BLR/EW/PS/01/004","BLR/EW/PS/01/004","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/00563/1","BLR/EW/PS/01/009","BLR/EW/PS/01/009","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/02149/1","BLR/EW/PS/01/006","BLR/EW/PS/01/006","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/00601/1","BLR/EW/PS/01/008","BLR/EW/PS/01/008","Sixt R&D Pvt Ltd","Private Studio"
"BLR/EW/00632/1","BLR/EW/FD/00/020","BLR/EW/FD/00/020","Tideline","Flexible Desk"
"BLR/EW/01208/1","BLR/EW/DD/01/049","BLR/EW/DD/01/049","Sun Consultants","Dedicated Desk"
"BLR/EW/01424/1","BLR/EW/FD/00/034","BLR/EW/FD/00/034","Akash Lodha","Flexible Desk"
"BLR/EW/00441/5","BLR/EW/IN/PS/00/007","BLR/EW/IN/PS/00/007","Logesys Solutions India Pvt. Ltd","Private Studio"
"BLR/EW/00441/4","BLR/EW/IN/PS/00/007","BLR/EW/IN/PS/00/007","Logesys Solutions India Pvt. Ltd","Private Studio"
"BLR/EW/00524/2","BLR/EW/IN/DD/00/018","BLR/EW/IN/DD/00/018","Logesys Solutions India Pvt. Ltd","Dedicated Desk"
"BLR/EW/00524/2","BLR/EW/IN/DD/00/015","BLR/EW/IN/DD/00/015","Logesys Solutions India Pvt. Ltd","Dedicated Desk"
"BLR/EW/00524/2","BLR/EW/IN/DD/00/012","BLR/EW/IN/DD/00/012","Logesys Solutions India Pvt. Ltd","Dedicated Desk"
"BLR/EW/00524/2","BLR/EW/IN/DD/00/011","BLR/EW/IN/DD/00/011","Logesys Solutions India Pvt. Ltd","Dedicated Desk"
"BLR/EW/00442/1","BLR/EW/IN/PS/00/011","BLR/EW/IN/PS/00/011","Logesys Solutions India Pvt. Ltd","Private Studio"
"BLR/EW/01723/1","BLR/EW/FD/00/006","BLR/EW/FD/00/006","Secugen India Pvt Ltd","Flexible Desk"
"BLR/EW/00549/1","BLR/EW/PS/01/010","BLR/EW/PS/01/010","Redwoods","Private Studio"
"BLR/EW/00549/1","BLR/EW/PS/01/009","BLR/EW/PS/01/009","Redwoods","Private Studio"
"BLR/EW/00549/1","BLR/EW/PS/01/008","BLR/EW/PS/01/008","Redwoods","Private Studio"
"BLR/EW/00549/1","BLR/EW/PS/01/007","BLR/EW/PS/01/007","Redwoods","Private Studio"
"BLR/EW/00549/1","BLR/EW/PS/01/006","BLR/EW/PS/01/006","Redwoods","Private Studio"
"BLR/EW/01686/1","BLR/EW/PS/01/016","BLR/EW/PS/01/016","Softomotive","Private Studio"
"BLR/EW/02771/1","BLR/EW/PS/01/037","BLR/EW/PS/01/037","Softomotive","Private Studio"
"BLR/EW/02771/1","BLR/EW/PS/01/035","BLR/EW/PS/01/035","Softomotive","Private Studio"
"BLR/EW/02771/1","BLR/EW/PS/01/019","BLR/EW/PS/01/019","Softomotive","Private Studio"
"BLR/EW/02771/1","BLR/EW/PS/01/018","BLR/EW/PS/01/018","Softomotive","Private Studio"
"BLR/EW/02771/1","BLR/EW/PS/01/017","BLR/EW/PS/01/017","Softomotive","Private Studio"
"BLR/EW/00569/1","Telephony","Telephony","Softomotive","Telephony"
"BLR/EW/01074/1","BLR/EW/FD/01/022","BLR/EW/FD/01/022","Softomotive","Flexible Desk"
"BLR/EW/01074/1","BLR/EW/FD/01/021","BLR/EW/FD/01/021","Softomotive","Flexible Desk"
"BLR/EW/01074/1","BLR/EW/FD/01/020","BLR/EW/FD/01/020","Softomotive","Flexible Desk"
"BLR/EW/02609/1","BLR/EW/CP3/013","BLR/EW/CP3/013","Softomotive","Car Parking"
"BLR/EW/02609/1","BLR/EW/CPGF/157.1","BLR/EW/CPGF/157.1","Softomotive","Bike Parking"
"BLR/EW/02609/1","BLR/EW/CPGF/156.4","BLR/EW/CPGF/156.4","Softomotive","Bike Parking"
"BLR/EW/02607/2","BLR/EW/CPGF/157.1","BLR/EW/CPGF/157.1","Softomotive","Bike Parking"
"BLR/EW/02607/2","BLR/EW/CPGF/156.4","BLR/EW/CPGF/156.4","Softomotive","Bike Parking"
"BLR/EW/00473/1","BLR/EW/PS/01/036","BLR/EW/PS/01/036","Softomotive","Private Studio"
"BLR/EW/00473/1","BLR/EW/CP3/243","BLR/EW/CP3/243","Softomotive","Car Parking"
"BLR/EW/00492/1","BLR/EW/PS/01/046","BLR/EW/PS/01/046","Time Inc.","Private Studio"
"BLR/EW/00492/1","BLR/EW/PS/01/045","BLR/EW/PS/01/045","Time Inc.","Private Studio"
"BLR/EW/00492/1","BLR/EW/PS/01/044","BLR/EW/PS/01/044","Time Inc.","Private Studio"
"BLR/EW/00492/1","BLR/EW/PS/01/003","BLR/EW/PS/01/003","Time Inc.","Private Studio"
"BLR/EW/00507/1","BLR/EW/DD/01/041","BLR/EW/DD/01/041","ARKTEK","Dedicated Desk"
"BLR/EW/02798/1","BLR/EW/DD/01/008","BLR/EW/DD/01/008","Dhatraditya Jonnavittula","Dedicated Desk"
"BLR/EW/00971/1","BLR/EW/DD/01/008","BLR/EW/DD/01/008","Dhatraditya Jonnavittula","Dedicated Desk"
"BLR/EW/00481/1","BLR/EW/FD/01/004","BLR/EW/FD/01/004","Sigfox","Flexible Desk"
"BLR/EW/00532/1","BLR/EW/DD/01/004","BLR/EW/DD/01/004","Rohan Kapadia","Dedicated Desk"
"BLR/EW/00478/1","BLR/EW/DD/01/001","BLR/EW/DD/01/001","Rohan Kapadia","Dedicated Desk"
"BLR/EW/01334/1","BLR/EW/BP3/003.1","BLR/EW/BP3/003.1","Smart Assist","Bike Parking"
"BLR/EW/00494/1","BLR/EW/FC/00/004","BLR/EW/FC/00/004","Ombre Lane","Flexible Chair"
"BLR/EW/00494/1","BLR/EW/FC/00/003","BLR/EW/FC/00/003","Ombre Lane","Flexible Chair"
"BLR/EW/00464/1","BLR/EW/FC/00/001","BLR/EW/FC/00/001","Fae Bikes","Flexible Chair"
"BLR/EW/00526/2","BLR/EW/PS/00/003","BLR/EW/PS/00/003","UTC Aerospace Systems","Private Studio"
"BLR/EW/00526/4","BLR/EW/PS/00/009","BLR/EW/PS/00/009","UTC Aerospace Systems","Private Studio"
"BLR/EW/00526/4","BLR/EW/PS/00/008","BLR/EW/PS/00/008","UTC Aerospace Systems","Private Studio"
"BLR/EW/00526/4","BLR/EW/PS/00/007","BLR/EW/PS/00/007","UTC Aerospace Systems","Private Studio"
"BLR/EW/00526/4","BLR/EW/PS/00/010","BLR/EW/PS/00/010","UTC Aerospace Systems","Private Studio"
"BLR/EW/00472/1","Telephony 1st Floor","Telephony 1st Floor","UTC Aerospace Systems","Telephony"
"BLR/EW/00472/1","BLR/EW/CP3/005","BLR/EW/CP3/005","UTC Aerospace Systems","Car Parking"
"BLR/EW/00472/1","BLR/EW/PS/01/038","BLR/EW/PS/01/038","UTC Aerospace Systems","Private Studio"
"BLR/EW/00472/1","BLR/EW/PS/01/037","BLR/EW/PS/01/037","UTC Aerospace Systems","Private Studio"
"BLR/EW/00472/1","BLR/EW/PS/01/036","BLR/EW/PS/01/036","UTC Aerospace Systems","Private Studio"
"BLR/EW/00472/1","BLR/EW/PS/01/035","BLR/EW/PS/01/035","UTC Aerospace Systems","Private Studio"
"BLR/EW/00472/1","BLR/EW/PS/01/018","BLR/EW/PS/01/018","UTC Aerospace Systems","Private Studio"
